,ISBNs,output_types,years,country,unified_title,primary_occupations_main,primary_occupations_detailed,sciences,ABC outputs
1324,9786098163018,authored books,2015,Lithuania,Naujasis židinys-Aidai,universities,university departments,social sciences,
1325,9786098163025,authored books,2015,Lithuania,Naujasis židinys-Aidai,universities,university departments,humanities,
1326,9786098163049,authored books,2015,Lithuania,Naujasis židinys-Aidai,universities,university departments,humanities,
1327,9786098163070,authored books,2016,Lithuania,Naujasis židinys-Aidai,universities,university departments,humanities,
1328,9786098163087,authored books,2016,Lithuania,Naujasis židinys-Aidai,universities,university departments,humanities,
1329,9786098163094,authored books,2016,Lithuania,Naujasis židinys-Aidai,universities,university departments,humanities,
1330,9786098167122,authored books,2016,Lithuania,"Pasaulio lietuvių kultūros, mokslo ir švietimo centras",not publishers,governmental institutions,social sciences,
1331,9786098176001,authored books,2015,Lithuania,Titnagas,intermediaries,publishing services,social sciences,
1332,9786098176032,authored books,2015,Lithuania,Titnagas,intermediaries,publishing services,social sciences,
1333,9786098176049,authored books,2015,Lithuania,Titnagas,intermediaries,publishing services,social sciences,
1334,9786098179002,edited volumes,2015,Lithuania,Šiaulių universitetas,universities,university departments,social sciences,
1335,9786098179071,authored books,2016,Lithuania,Šiaulių universitetas,universities,university departments,social sciences,
1336,9786098183047,edited volumes,2015,Lithuania,Lietuvos istorijos institutas,universities,university departments,humanities,
1337,9786098183078,edited volumes,2015,Lithuania,Lietuvos istorijos institutas,universities,university departments,humanities,
1338,9786098183085,edited volumes,2015,Lithuania,Lietuvos istorijos institutas,universities,university departments,humanities,
1339,9786098183122,authored books,2016,Lithuania,Lietuvos istorijos institutas,universities,university departments,humanities,
1340,9786098183139,authored books,2016,Lithuania,Lietuvos istorijos institutas,universities,university departments,humanities,
1341,9786098183146,authored books,2016,Lithuania,Lietuvos istorijos institutas,universities,university departments,humanities,
1342,9786098183177,authored books,2016,Lithuania,Lietuvos istorijos institutas,universities,university departments,humanities,
1343,9786098183184,authored books,2016,Lithuania,Lietuvos istorijos institutas,universities,university departments,humanities,
1344,9786098183207,authored books,2016,Lithuania,Lietuvos istorijos institutas,universities,university departments,humanities,
1345,9786098183214,authored books,2016,Lithuania,Lietuvos istorijos institutas,universities,university departments,humanities,
1346,9786098183221,authored books,2016,Lithuania,Lietuvos istorijos institutas,universities,university departments,humanities,
1347,9786098183245,authored books,2016,Lithuania,Lietuvos istorijos institutas,universities,university departments,humanities,
1348,9786098200058,authored books,2016,Lithuania,Lietuvos sporto universitetas,universities,university departments,social sciences,
1349,9786099502014,authored books,2012,Lithuania,Idėjos ir komunikacija,other publishers,general publishers,humanities,
1350,9786099502809,authored books,2008,Lithuania,Teisės namai,other publishers,general publishers,social sciences,
1351,9786099503202,authored books,2008,Lithuania,Lietuvos verslo darbdavių konfederacija,not publishers,societies,social sciences,
1352,9786099503806,authored books,2008,Lithuania,"Vilniaus krašto kultūros, verslo ir pilietinės iniciatyvos asociacija „Atvažiavo meška“",not publishers,societies,humanities,
1353,9786099504346,authored books,2009,Lithuania,Mardosų spaustuvė,intermediaries,publishing services,social sciences,
1354,9786099505350,authored books,2009,Lithuania,RDI grupė,other publishers,general publishers,social sciences,
1355,9786099505404,authored books,2008,Lithuania,Lietuvos buhalterinės apskaitos švietėjų ir tyrėjų asociacija,not publishers,societies,social sciences,
1356,9786099505930,edited volumes,2010,Lithuania,Naujasis židinys-Aidai,universities,university departments,humanities,
1357,9786099505954,edited volumes,2011,Lithuania,Naujasis židinys-Aidai,universities,university departments,humanities,
1358,9786099505978,authored books,2011,Lithuania,Naujasis židinys-Aidai,universities,university departments,social sciences,
1359,9786099505985,authored books,2014,Lithuania,Naujasis židinys-Aidai,universities,university departments,humanities,
1360,9786099505992,authored books,2014,Lithuania,Naujasis židinys-Aidai,universities,university departments,humanities,
1361,9786099507408,edited volumes,2009,Lithuania,Lietuvos Suzuki asociacija,not publishers,societies,humanities,
1362,9786099508313,authored books,2011,Lithuania,Tekstilininkų ir dailininkų gildija,not publishers,societies,humanities,
1363,9786099510095,authored books,2012,Lithuania,Indigo print,intermediaries,publishing services,social sciences,
1364,9786099511108,authored books,2009,Lithuania,Lietuvos piligrimų bendrija,not publishers,societies,social sciences,
1365,9786099511306,authored books,2010,Lithuania,Lietuvos socialinių darbuotojų asociacija,not publishers,societies,social sciences,
1366,9786099513317,authored books,2010,Lithuania,Sorre,not publishers,not publishing,social sciences,
1367,9786099513386,authored books,2012,Lithuania,Sorre,not publishers,not publishing,social sciences,
1368,9786099514901,authored books,2010,Lithuania,Lietuvos mokslinių bibliotekų asociacija,not publishers,societies,social sciences,
1369,9786099514932,authored books,2015,Lithuania,Lietuvos mokslinių bibliotekų asociacija,not publishers,societies,social sciences,
1370,9786099515601,edited volumes,2010,Lithuania,Tautos paveldo tyrimai,not publishers,not publishing,humanities,
1371,9786099518138,authored books,2013,Lithuania,Artprint,intermediaries,publishing services,social sciences,
1372,9786099520216,authored books,2011,Lithuania,Mes,other publishers,general publishers,social sciences,
1373,9786099520247,authored books,2011,Lithuania,Mes,other publishers,general publishers,social sciences,
1374,9786099523538,authored books,2014,Lithuania,DEMOS kritinės minties institutas,not publishers,not publishing,social sciences,
1375,9786099523552,authored books,2015,Lithuania,DEMOS kritinės minties institutas,not publishers,not publishing,social sciences,
1376,9786099525709,edited volumes,2010,Lithuania,Lietuvos socialinių mokslų centras,not publishers,research institutions,social sciences,
1377,9786099525716,edited volumes,2010,Lithuania,Lietuvos socialinių mokslų centras,not publishers,research institutions,social sciences,
1378,9786099525723,authored books,2013,Lithuania,Lietuvos socialinių mokslų centras,not publishers,research institutions,social sciences,
1379,9786099525761,authored books,2012,Lithuania,Lietuvos socialinių mokslų centras,not publishers,research institutions,social sciences,
1380,9786099532301,authored books,2011,Lithuania,Kruenta,other publishers,general publishers,humanities,
1381,9786099540641,authored books,2012,Lithuania,MO muziejus,not publishers,museums,humanities,
1382,9786099545509,authored books,2012,Lithuania,Spaudos spektras,other publishers,general publishers,natural sciences,
1383,9786099546100,authored books,2012,Lithuania,Smalta,other publishers,general publishers,social sciences,
1384,9786099546124,authored books,2013,Lithuania,Smalta,other publishers,general publishers,social sciences,
1385,9786099546469,authored books,2015,Lithuania,Vario burnos,not publishers,not publishing,humanities,
1386,9786099546803,authored books,2012,Lithuania,Akademinė vadybos ir administravimo asociacija,not publishers,societies,social sciences,
1387,9786099548449,authored books,2016,Lithuania,Lapas,other publishers,general publishers,humanities,
1388,9786099552712,authored books,2013,Lithuania,Vilniaus šeimos centras,not publishers,not publishing,social sciences,
1389,9786099556741,edited volumes,2015,Lithuania,Lietuvos kraštovaizdžio architektų sąjunga,not publishers,societies,humanities,
1390,9786099557878,edited volumes,2016,Lithuania,Leidybos idėjų centras,other publishers,general publishers,social sciences,
1391,9786099562704,authored books,2013,Lithuania,Naujųjų religijų tyrimų ir informacijos centras,not publishers,not publishing,social sciences,
1392,9786099564500,authored books,2014,Lithuania,Kultūros studijos,not publishers,societies,social sciences,
1393,9786099564517,authored books,2014,Lithuania,Kultūros studijos,not publishers,societies,social sciences,
1394,9786099564524,authored books,2014,Lithuania,Kultūros studijos,not publishers,societies,social sciences,
1395,9786099564531,authored books,2014,Lithuania,Kultūros studijos,not publishers,societies,social sciences,
1396,9786099564548,authored books,2016,Lithuania,Kultūros studijos,not publishers,societies,social sciences,
